id	NoAdaptersSRR925687_NoPcr__PE	NoAdaptersSRR925688_NoPcr__PE	NoAdaptersSRR925697_NoPcr__PE	NoAdaptersSRR925703_NoPcr__PE	NoAdaptersSRR925714_NoPcr__PE	NoAdaptersSRR925716_NoPcr__PE	NoAdaptersSRR925720_NoPcr__PE	NoAdaptersSRR925721_NoPcr__PE	NoAdaptersSRR925726_NoPcr__PE	NoAdaptersSRR934634_NoPcr__PE	NoAdaptersSRR934636_NoPcr__PE
ENSG00000263400.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.27
ENSG00000263412.1	3.81	2.35	0.47	0.65	1.42	1.67	0.89	0.29	0.67	0.62	4.83
ENSG00000263426.2	0.00	0.00	0.00	0.55	0.00	0.00	0.00	9.60	0.00	0.00	0.00
ENSG00000263432.2	0.00	0.85	0.00	0.00	0.46	1.63	3.22	0.00	0.00	0.00	1.22
ENSG00000263443.1	0.20	3.84	1.06	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000263465.3	11.27	16.03	6.88	5.08	11.41	6.10	13.52	9.11	10.80	6.49	6.87
ENSG00000263470.1	5.96	0.15	0.45	0.96	0.96	2.07	0.96	1.79	4.99	1.74	3.91
ENSG00000263490.2	0.00	0.00	0.00	1.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000263494.1	0.00	0.00	0.00	2.11	0.00	6.23	0.00	0.00	0.00	0.00	0.00
ENSG00000263513.4	4.63	1.13	0.48	10.51	8.64	0.15	4.06	0.71	10.04	1.40	0.83
ENSG00000263522.2	0.00	0.00	0.00	0.00	0.00	48.75	0.00	0.00	0.00	0.00	0.00
ENSG00000263528.6	3.31	7.29	1.97	4.60	3.78	4.87	18.24	15.27	8.02	7.95	1.40
ENSG00000263531.1	0.00	0.00	0.08	0.67	0.54	1.10	0.11	0.00	0.00	0.00	0.00
ENSG00000263535.1	0.29	0.00	1.12	0.72	0.74	2.87	10.36	11.37	0.00	0.00	0.46
ENSG00000263551.4	0.56	0.16	0.51	2.07	6.29	2.39	0.61	0.38	1.47	0.00	1.09
ENSG00000263563.4	0.57	0.62	1.87	3.91	1.70	1.15	0.62	0.12	7.30	0.27	1.94
ENSG00000263585.1	0.00	0.00	0.00	14.29	20.77	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000263620.1	0.00	2.29	0.00	0.00	0.00	24.34	0.53	26.08	6.35	23.39	48.92
ENSG00000263626.1	0.00	0.00	0.00	71.42	40.54	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000263639.4	0.43	3.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000263647.1	0.34	6.07	0.91	1.15	0.00	0.00	3.13	5.12	3.24	0.00	0.71
ENSG00000263669.2	0.00	0.00	0.00	1.06	0.00	4.97	0.00	0.00	0.00	0.00	2.33
ENSG00000263672.2	0.00	0.00	0.00	1.13	0.00	1.20	0.00	0.00	0.00	0.00	0.00
ENSG00000263711.4	0.00	0.02	0.00	0.00	0.00	1.79	0.00	0.00	16.13	0.00	0.00
ENSG00000263731.1	5.17	1.99	5.08	5.43	4.42	1.94	3.44	4.27	11.45	4.24	3.42
ENSG00000263753.5	0.52	6.64	8.13	6.70	5.02	6.04	1.28	9.89	5.67	8.83	19.20
ENSG00000263766.4	0.11	0.00	0.23	0.27	1.18	0.74	0.00	0.00	0.00	0.00	0.00
ENSG00000263786.1	0.93	0.00	0.10	2.21	2.40	0.33	0.57	0.00	0.43	0.00	0.19
ENSG00000263815.2	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000263823.1	0.85	0.41	0.43	0.53	1.36	0.63	0.36	0.13	0.41	0.00	0.50
ENSG00000263826.1	0.58	0.62	0.68	0.36	1.29	2.45	1.55	0.78	0.66	1.28	1.82
ENSG00000263843.1	0.89	1.25	0.91	1.59	1.27	2.16	0.61	0.59	1.03	1.30	4.32
ENSG00000263873.1	15.94	0.00	56.39	0.00	0.05	96.76	0.00	0.00	0.00	0.00	0.00
ENSG00000263917.1	0.00	0.32	0.88	0.00	0.38	0.00	1.33	0.66	0.00	0.00	0.00
ENSG00000263934.3	4.01	4.77	5.89	94.35	206.70	111.83	5.21	1.55	10.00	8.89	21.08
ENSG00000263946.1	0.00	3.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.11	0.00
ENSG00000263955.2	0.00	0.00	0.00	1.27	0.00	3.32	0.00	0.00	0.00	0.00	0.00
ENSG00000263956.4	2.49	1.26	2.48	2.57	3.09	0.10	2.45	1.49	1.47	0.29	2.89
ENSG00000263968.2	2.97	0.00	0.00	1.67	1.83	3.22	2.12	0.00	0.00	0.00	0.00
ENSG00000263969.2	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.19
ENSG00000263974.2	0.00	0.00	0.00	11.10	4.37	11.72	0.00	0.00	0.00	0.00	0.00
ENSG00000263990.1	0.43	0.25	0.18	1.29	1.35	0.39	1.62	0.34	0.27	0.00	0.00
ENSG00000263995.1	0.00	0.00	0.00	38.56	87.14	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000264015.1	0.00	0.00	0.00	0.57	0.51	1.10	0.20	0.00	0.34	0.00	0.55
ENSG00000264016.2	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	1.05
ENSG00000264019.1	0.00	0.00	1.04	0.00	0.01	0.18	0.00	0.00	0.00	0.00	0.00
ENSG00000264028.2	0.00	0.00	0.00	2.13	0.66	7.69	0.00	8.06	0.00	0.00	0.00
ENSG00000264041.2	0.00	0.88	0.00	5.23	3.57	4.41	0.00	1.49	0.00	0.00	0.00
ENSG00000264047.2	0.00	1.01	0.00	4.71	0.09	2.71	0.00	0.00	0.00	0.00	0.00
ENSG00000264057.1	1.92	1.86	0.74	11.51	6.41	4.53	1.72	0.81	2.52	2.36	2.55
ENSG00000264067.1	0.00	0.00	0.00	0.00	0.00	11.27	0.00	0.00	1.36	0.00	0.23
ENSG00000264071.2	1.88	0.00	2.16	4.02	1.19	8.62	0.00	0.00	1.99	0.00	0.00
ENSG00000264076.1	0.00	0.00	0.00	114.31	80.96	152.07	0.00	0.00	0.00	0.00	0.00
ENSG00000264107.1	0.85	0.00	0.18	0.00	0.17	0.00	0.00	0.00	0.00	0.00	1.06
ENSG00000264112.1	4.35	2.94	0.34	3.23	2.63	2.07	2.18	1.21	3.91	0.11	1.52
ENSG00000264113.2	0.00	0.00	0.00	2.84	0.33	6.54	0.00	0.00	0.00	0.00	0.00
ENSG00000264187.1	0.25	0.00	0.43	0.00	0.00	2.49	0.00	0.04	0.00	0.00	0.00
ENSG00000264207.1	1.92	0.13	1.05	1.57	2.33	0.88	1.16	0.00	0.07	1.49	1.05
ENSG00000264229.1	0.00	0.00	0.00	10.24	0.00	9.67	0.00	0.00	0.00	0.00	0.00
ENSG00000264230.6	207.19	352.12	0.28	0.13	0.33	0.95	82.12	34.04	0.50	186.22	0.00
ENSG00000264247.1	3.91	3.49	4.77	2.32	12.21	4.62	2.18	9.70	3.65	2.07	3.13
ENSG00000264248.1	0.00	0.00	0.00	0.00	31.46	16.37	0.00	0.00	0.00	0.00	0.00
ENSG00000264272.1	0.34	0.04	0.00	1.12	0.14	0.00	0.36	0.16	0.00	0.00	0.00
ENSG00000264278.1	0.11	0.00	0.52	0.00	0.18	0.42	0.00	0.32	0.93	0.00	1.26
ENSG00000264284.1	0.00	0.00	0.00	77.12	0.00	41.32	0.00	0.00	0.00	0.00	0.00
ENSG00000264286.2	0.00	0.00	0.00	37.30	0.00	53.16	0.00	0.00	0.00	0.00	0.00
ENSG00000264290.1	0.24	0.55	0.00	0.23	0.55	0.21	0.00	1.49	0.00	0.00	0.00
ENSG00000264293.2	4.05	1.90	1.22	4.25	3.92	2.68	0.00	0.00	2.65	4.86	0.25
ENSG00000264299.1	0.25	0.00	3.64	0.57	0.00	0.41	0.06	1.52	1.47	0.30	0.00
ENSG00000264301.1	0.00	0.00	5.74	0.32	0.66	14.01	0.00	0.32	3.95	0.00	14.61
ENSG00000264304.1	0.00	0.39	0.00	0.35	0.68	0.62	0.00	0.00	0.42	1.14	0.00
ENSG00000264313.2	0.00	0.00	0.00	3.65	2.15	0.84	0.00	0.00	0.00	0.00	0.00
ENSG00000264334.1	0.00	0.00	0.00	0.00	0.00	49.16	0.00	0.00	0.00	0.00	0.00
ENSG00000264343.4	8.39	5.00	2.60	12.47	9.45	3.65	15.37	17.52	7.44	3.32	2.61
ENSG00000264344.1	0.00	0.00	0.00	38.59	43.55	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000264352.2	0.00	0.00	0.00	2.50	0.00	0.00	1.48	0.00	0.00	0.00	0.00
ENSG00000264364.2	18.10	8.43	10.74	9.63	27.64	12.60	9.06	10.99	19.25	16.36	10.81
ENSG00000264384.2	0.00	0.00	1.09	0.53	0.00	1.01	0.00	0.00	0.00	0.00	0.00
ENSG00000264391.2	0.76	0.00	0.00	0.57	0.00	0.00	0.00	0.00	5.53	0.00	0.00
ENSG00000264438.2	0.00	0.00	0.00	3.88	1.14	2.26	0.00	0.00	0.00	0.00	0.00
ENSG00000264462.1	0.00	0.00	0.00	0.00	0.00	4.14	0.00	0.00	0.00	0.00	0.00
ENSG00000264501.2	7.93	10.35	11.32	17.93	8.91	23.85	4.60	13.31	3.57	31.52	37.40
ENSG00000264522.4	5.46	6.41	8.51	5.81	7.84	6.65	8.46	5.12	5.89	11.78	21.32
ENSG00000264538.5	4.47	3.98	3.52	6.83	4.33	5.34	2.51	3.12	7.48	4.71	4.48
ENSG00000264540.2	0.00	0.00	0.00	3.57	0.50	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000264548.1	1.16	0.35	0.14	1.31	0.40	0.23	0.45	0.04	0.17	0.00	0.45
ENSG00000264554.2	0.00	0.00	1.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.14
ENSG00000264558.1	147.87	93.69	200.65	83.52	153.66	77.41	20.93	90.09	445.52	312.40	360.80
ENSG00000264569.1	0.12	0.14	0.10	1.53	0.19	0.00	0.00	0.00	0.59	0.00	0.20
ENSG00000264573.2	0.72	0.00	0.57	0.54	0.45	0.00	0.00	0.00	2.60	0.00	0.00
ENSG00000264575.1	0.17	0.82	0.66	1.03	0.58	0.29	0.12	0.08	1.17	0.95	4.54
ENSG00000264577.1	2.37	2.70	2.45	3.51	8.76	4.37	4.12	4.24	5.17	4.76	2.28
ENSG00000264578.1	4.61	0.00	3.89	0.00	0.00	0.51	2.05	1.35	0.00	0.35	3.95
ENSG00000264608.1	0.97	0.85	1.45	0.00	1.31	0.65	0.00	0.77	0.30	0.00	0.00
ENSG00000264641.1	0.00	0.00	0.00	0.00	0.00	41.59	0.00	0.00	0.00	0.00	0.00
ENSG00000264673.1	0.37	0.00	0.00	4.27	1.17	0.19	0.00	0.00	0.15	0.00	0.21
ENSG00000264687.1	0.00	0.00	0.00	71.77	0.00	38.11	0.00	0.00	0.00	0.00	0.00
ENSG00000264746.1	0.00	0.00	0.00	0.00	0.00	47.90	0.00	0.00	0.00	0.00	0.00
ENSG00000264769.1	0.17	0.00	0.00	0.37	0.28	0.65	0.00	0.00	0.00	0.00	1.41
ENSG00000264772.4	2.85	2.85	5.48	1.69	1.85	1.91	2.71	4.16	3.92	3.47	1.15
ENSG00000264810.1	0.00	0.00	0.00	38.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000264812.1	0.37	0.00	0.00	1.61	0.54	1.25	0.15	0.00	0.00	0.00	0.21
ENSG00000264877.1	0.00	0.00	0.00	0.00	0.00	15.47	0.00	0.00	0.00	0.00	0.00
ENSG00000264885.1	0.88	1.95	2.92	2.07	2.61	1.55	0.63	0.71	0.66	0.84	1.29
ENSG00000264888.1	0.00	0.00	0.00	35.89	0.00	33.93	0.00	0.00	0.00	0.00	0.00
ENSG00000264910.2	0.90	0.00	0.00	6.32	2.31	15.24	0.00	0.00	0.00	0.00	0.00
ENSG00000264918.1	0.00	0.00	0.00	38.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000264920.1	6.08	10.33	0.87	18.35	10.27	6.70	4.96	5.70	1.31	17.31	3.70
ENSG00000264937.1	0.00	0.00	0.00	1.09	0.00	1.16	0.00	0.00	0.00	0.00	0.00
ENSG00000264940.3	1.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000264963.2	0.00	0.00	0.00	0.97	0.32	1.77	0.00	0.00	0.00	0.00	0.00
ENSG00000264964.1	3.98	0.00	1.00	0.46	0.18	0.63	0.00	0.00	2.90	0.00	4.30
ENSG00000264982.1	0.91	1.46	0.00	0.32	1.01	0.00	3.16	1.24	0.49	5.46	1.02
ENSG00000265018.5	1.16	0.31	0.14	0.20	3.14	0.37	0.00	0.26	0.00	0.07	0.08
ENSG00000265024.1	0.00	0.00	0.00	19.28	0.00	20.62	0.00	0.00	0.00	0.00	0.00
ENSG00000265055.1	1.36	0.00	0.00	0.98	0.44	0.00	0.00	1.74	1.34	0.00	2.98
ENSG00000265073.1	0.00	0.00	0.00	0.84	0.00	0.00	0.00	0.00	0.20	1.69	0.00
ENSG00000265096.1	0.00	0.00	0.00	0.33	0.20	0.00	0.00	2.05	0.00	0.00	0.00
ENSG00000265100.1	0.20	0.00	0.11	1.23	0.41	0.89	0.06	0.00	0.07	0.17	0.98
ENSG00000265107.2	1.29	6.88	0.15	0.36	0.00	0.16	1.76	0.06	0.00	1.76	0.00
ENSG00000265118.4	0.00	0.00	1.55	0.07	0.12	0.16	0.22	0.27	0.82	0.00	0.00
ENSG00000265141.2	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000265158.1	0.02	0.12	0.12	0.46	1.30	0.29	0.12	0.30	0.11	0.07	0.23
ENSG00000265185.4	0.57	0.70	0.53	0.00	1.32	71.26	0.91	0.25	0.78	9.39	0.00
ENSG00000265186.1	0.00	0.00	0.00	81.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000265190.5	369.51	665.17	0.20	0.04	0.57	1.80	226.09	112.05	0.06	386.15	0.00
ENSG00000265205.1	0.62	0.24	0.00	1.24	2.28	0.94	0.26	0.00	0.26	0.00	0.34
ENSG00000265241.5	162.57	37.36	215.54	140.83	230.82	120.31	156.60	136.66	197.11	314.81	129.85
ENSG00000265249.1	0.00	0.00	0.00	153.64	0.00	41.23	0.00	0.00	0.00	0.00	0.00
ENSG00000265254.1	0.21	0.49	0.00	1.05	0.50	0.00	1.11	0.00	0.26	0.00	0.38
ENSG00000265264.4	9.98	1.33	0.63	0.00	0.12	4.31	6.98	2.48	0.00	9.39	24.13
ENSG00000265272.2	2.93	0.00	0.00	7.61	1.41	2.35	0.00	0.00	0.00	4.48	0.00
ENSG00000265298.1	6.07	12.50	3.00	1.21	1.15	1.77	3.64	18.28	5.96	2.27	7.18
ENSG00000265315.1	0.00	0.00	0.00	1.47	0.00	0.96	0.00	0.00	0.00	0.00	0.00
ENSG00000265342.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.80	0.00	0.00
ENSG00000265344.1	0.00	0.00	0.00	44.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000265354.3	83.58	41.19	103.16	58.01	112.59	44.28	80.07	79.03	90.03	70.67	19.80
ENSG00000265386.2	0.00	0.00	0.00	1.70	0.00	0.00	0.00	0.00	0.00	0.00	3.71
ENSG00000265388.2	0.00	0.00	0.00	9.90	3.13	8.41	0.00	0.00	0.00	0.00	0.00
ENSG00000265393.1	3.43	0.56	3.63	2.75	0.75	8.49	0.66	2.53	7.19	0.00	5.64
ENSG00000265401.1	2.63	0.44	11.08	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000265411.1	0.00	0.00	0.00	1.47	0.00	0.96	0.00	0.00	0.00	0.00	0.00
ENSG00000265415.1	13.75	15.05	12.10	34.91	35.63	7.96	3.91	0.00	43.97	0.00	0.00
ENSG00000265439.2	0.00	0.00	0.00	16.90	3.02	15.98	0.00	0.00	0.00	0.00	0.00
ENSG00000265451.1	0.90	2.49	0.33	0.13	0.21	0.13	0.31	0.19	0.15	0.83	0.00
ENSG00000265458.1	1.69	0.97	0.00	1.66	0.90	0.69	0.00	3.55	3.62	0.00	4.18
ENSG00000265474.1	7.28	10.72	1.58	0.52	0.66	1.83	7.39	0.00	3.82	5.80	1.50
ENSG00000265479.4	3.91	3.99	0.72	1.77	1.62	1.86	2.12	1.70	3.11	1.94	1.57
ENSG00000265491.4	3.45	1.83	7.33	11.07	7.77	5.97	5.61	4.28	7.82	2.57	1.95
ENSG00000265511.1	1.70	1.41	1.92	1.18	0.25	1.43	0.73	2.13	1.12	0.00	1.18
ENSG00000265519.1	1.36	0.00	0.00	0.00	1.91	0.37	0.00	0.00	0.00	1.71	1.50
ENSG00000265550.1	0.00	0.00	0.00	92.79	34.87	171.83	0.00	0.00	0.00	0.00	0.00
ENSG00000265559.2	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.00	1.18
ENSG00000265566.2	2.84	4.88	4.32	15.22	6.07	11.43	4.26	6.93	2.17	0.00	0.00
ENSG00000265590.8	0.00	2.42	9.24	4.47	13.74	3.65	2.05	2.26	2.57	21.66	7.12
ENSG00000265592.2	0.00	0.00	0.00	1.19	0.00	2.89	0.00	0.00	0.00	0.00	0.00
ENSG00000265627.1	0.00	0.00	0.00	79.07	0.00	115.29	0.00	0.00	0.00	0.00	0.00
ENSG00000265646.2	0.00	0.00	0.00	0.28	0.00	1.80	0.05	0.00	0.00	0.00	0.00
ENSG00000265648.2	0.00	0.00	0.00	0.00	0.00	1.13	0.00	0.00	0.00	0.00	0.00
ENSG00000265665.1	0.00	0.00	0.00	37.18	40.56	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000265667.1	0.00	0.00	0.00	44.93	0.00	97.50	0.00	0.00	0.00	0.00	0.00
ENSG00000265678.1	0.86	0.81	1.48	1.42	1.92	0.33	0.85	2.79	1.07	1.17	0.93
ENSG00000265679.1	0.00	0.00	0.00	0.00	0.00	48.75	0.00	0.00	0.00	0.00	0.00
ENSG00000265681.5	1827.97	1871.51	1136.29	2097.71	659.35	899.23	1822.87	2044.31	1227.69	1003.45	638.26
ENSG00000265688.1	3.41	0.58	3.65	3.59	5.85	5.21	1.77	4.26	3.55	2.57	16.15
ENSG00000265690.6	1.81	7.62	3.55	0.33	0.00	0.30	0.95	1.51	5.17	0.28	7.94
ENSG00000265693.1	0.00	0.00	0.00	0.00	0.00	6.60	0.00	0.00	0.00	0.00	0.00
ENSG00000265708.1	0.00	0.00	0.00	0.00	0.00	82.47	0.00	0.00	0.00	0.00	0.00
ENSG00000265727.2	1.43	0.00	0.00	3.27	0.00	0.52	0.00	0.00	0.00	0.00	0.00
ENSG00000265728.1	0.36	0.53	0.16	1.14	0.68	0.69	0.00	0.00	0.00	0.00	0.46
ENSG00000265740.2	0.00	0.00	0.00	2.61	0.00	1.94	0.00	0.00	0.00	0.00	0.00
ENSG00000265749.4	1.28	0.00	1.46	0.25	0.77	2.46	0.00	0.00	0.43	1.26	0.32
ENSG00000265752.2	1.09	0.89	0.06	0.00	0.00	0.00	1.32	2.16	0.00	2.47	0.00
ENSG00000265753.2	0.00	0.00	0.00	0.00	0.45	0.53	0.00	0.00	0.00	0.00	1.18
ENSG00000265763.3	18.26	12.06	0.00	0.97	2.15	2.20	1.18	0.49	2.45	5.11	0.09
ENSG00000265777.2	1.00	0.00	0.00	0.67	0.00	1.32	0.00	0.00	0.00	0.00	0.00
ENSG00000265778.2	2.42	0.55	0.00	0.06	0.78	0.43	2.72	0.09	0.22	0.00	1.29
ENSG00000265787.1	0.65	1.24	0.00	0.10	0.22	1.30	0.00	0.00	1.19	0.28	0.18
ENSG00000265790.1	0.00	0.00	0.00	1.39	1.56	6.13	0.00	0.00	0.00	0.00	0.00
ENSG00000265791.1	0.00	0.00	0.53	0.51	2.10	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000265800.1	0.64	0.00	0.00	3.90	1.67	0.00	2.88	0.52	0.39	0.00	0.53
ENSG00000265802.2	0.00	0.00	1.77	0.56	0.00	0.54	0.00	2.79	0.00	0.00	0.00
ENSG00000265808.3	5.52	4.73	9.56	12.02	31.90	7.00	5.24	7.85	10.33	2.02	5.61
ENSG00000265813.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00	0.00	0.00
ENSG00000265817.1	0.62	0.77	0.00	0.53	1.07	0.21	0.18	0.24	0.00	0.00	0.00
ENSG00000265818.1	0.00	0.00	1.94	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00
ENSG00000265843.2	0.00	0.00	0.00	0.00	0.00	105.41	0.00	0.00	0.00	0.00	0.00
ENSG00000265882.2	0.00	0.00	1.17	12.24	5.25	4.87	0.70	4.70	1.76	0.00	2.80
ENSG00000265897.2	0.00	0.00	0.00	0.00	0.00	3.01	0.00	0.00	0.00	0.00	0.00
ENSG00000265905.2	0.00	0.00	0.00	12.94	2.34	8.28	1.37	0.00	0.00	0.00	0.00
ENSG00000265916.1	0.56	0.12	1.29	0.00	0.73	0.17	0.00	0.64	0.00	0.00	0.62
ENSG00000265931.1	0.00	0.00	0.00	103.89	44.82	130.67	0.00	0.00	0.00	0.00	0.00
ENSG00000265939.1	0.40	0.00	0.17	2.00	1.42	0.00	0.74	0.00	0.00	0.00	0.33
ENSG00000265962.1	0.00	0.00	1.18	0.00	0.08	0.09	0.00	0.00	3.95	0.00	0.16
ENSG00000265972.4	16.76	67.60	17.73	12.03	7.77	1.16	188.01	134.90	57.97	266.20	22.77
ENSG00000265992.1	3.42	8.86	14.46	8.82	1.01	19.77	50.89	50.12	4.63	64.68	2.85
ENSG00000266010.1	0.98	0.72	0.71	2.97	0.06	0.19	0.31	2.34	0.09	0.00	0.00
ENSG00000266028.6	21.89	28.52	17.29	30.15	20.57	26.72	31.69	17.36	26.70	18.49	52.45
ENSG00000266036.1	0.86	2.61	2.24	0.17	0.00	2.14	1.83	0.54	3.33	4.73	5.95
ENSG00000266050.2	0.00	0.00	0.00	1.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000266053.2	1.35	0.61	0.45	0.77	0.56	1.09	1.26	1.10	0.40	0.34	3.13
ENSG00000266060.1	0.00	0.00	0.00	0.00	0.00	20.62	0.00	0.00	0.00	0.00	0.00
ENSG00000266074.7	2.13	1.21	7.29	21.74	25.44	12.88	2.23	3.25	9.26	1.14	20.10
ENSG00000266075.2	0.00	0.85	0.60	0.56	0.00	0.00	3.22	2.83	0.00	0.00	4.89
ENSG00000266079.3	0.00	0.00	0.00	1.29	0.30	0.34	0.29	0.00	0.00	0.00	0.60
ENSG00000266086.1	4.29	2.34	0.00	3.87	1.51	1.87	1.06	1.42	2.98	0.38	0.53
ENSG00000266088.4	0.94	0.77	0.00	0.59	0.18	0.14	1.40	1.20	4.65	3.67	0.00
ENSG00000266094.5	1.53	2.13	0.34	0.18	0.94	1.50	1.44	2.75	6.03	0.95	0.11
ENSG00000266173.4	13.79	25.82	11.45	15.86	19.40	14.15	17.68	18.75	20.19	16.89	34.29
ENSG00000266176.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00
ENSG00000266185.2	0.00	0.00	0.00	1.12	0.46	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000266208.1	2.30	6.22	1.68	1.45	1.89	4.74	0.96	3.98	2.95	4.87	2.56
ENSG00000266210.2	0.00	0.00	0.00	2.41	1.78	3.49	0.00	0.00	0.00	0.00	0.00
ENSG00000266241.1	0.00	0.00	0.00	22.49	0.00	5.61	0.00	0.00	0.00	0.00	0.00
ENSG00000266265.2	0.00	0.00	0.55	0.17	0.02	0.02	0.00	0.00	0.00	0.00	1.00
ENSG00000266272.1	0.00	0.00	0.00	0.00	0.00	38.17	0.00	0.00	0.00	0.00	0.00
ENSG00000266274.2	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000266278.1	0.09	0.00	0.02	0.13	2.86	0.09	0.00	0.88	0.03	0.00	0.12
ENSG00000266283.1	0.00	0.00	0.00	0.24	0.19	3.20	0.00	0.00	1.23	0.92	0.00
ENSG00000266304.1	0.00	0.41	0.00	0.00	1.03	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000266308.2	0.00	0.03	0.00	2.74	0.67	3.03	0.00	0.00	0.00	0.00	0.00
ENSG00000266330.2	0.00	0.00	0.00	0.00	0.00	28.59	0.00	0.00	0.00	0.00	0.00
ENSG00000266338.5	10.23	6.00	33.66	16.47	24.26	18.11	40.60	18.22	36.16	18.42	43.62
ENSG00000266340.1	18.16	19.70	15.06	182.45	66.66	43.52	17.14	23.02	18.58	8.83	21.40
ENSG00000266364.1	0.00	0.00	0.00	0.00	0.00	3.80	0.00	0.00	0.00	0.00	0.00
ENSG00000266402.3	8.02	0.00	1.53	194.77	391.95	168.91	4.55	6.14	13.16	4.59	12.84
ENSG00000266405.3	0.74	0.28	0.47	0.95	1.31	0.15	0.70	0.07	0.06	0.00	0.24
ENSG00000266412.4	35.17	53.95	46.02	48.78	50.56	21.23	50.52	42.90	58.59	36.60	10.73
ENSG00000266467.2	0.00	2.46	0.00	0.55	0.90	1.05	0.00	0.00	0.00	0.00	0.00
ENSG00000266469.1	6.28	4.45	9.52	15.35	17.97	7.15	5.58	3.82	16.00	1.19	0.60
ENSG00000266472.4	84.17	77.51	94.99	70.39	41.85	45.39	91.34	79.03	22.33	136.06	105.65
ENSG00000266486.1	0.00	0.35	0.00	1.21	1.39	0.76	0.00	0.00	0.00	0.00	0.00
ENSG00000266490.1	0.48	0.28	1.83	1.52	1.51	2.23	0.30	0.38	0.88	0.00	0.00
ENSG00000266491.1	0.00	0.00	0.00	0.00	0.00	48.75	0.00	0.00	0.00	0.00	0.00
ENSG00000266524.2	0.00	0.00	0.00	0.00	2.51	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000266538.1	0.00	0.68	0.00	1.92	0.39	0.91	1.64	0.00	2.18	0.00	0.00
ENSG00000266587.1	0.00	0.00	0.00	34.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000266601.1	0.00	0.00	0.41	0.85	1.03	0.80	0.00	0.87	3.69	0.00	0.00
ENSG00000266627.2	0.00	0.00	0.00	8.00	1.47	15.19	0.00	0.00	0.00	0.00	0.00
ENSG00000266642.2	0.00	0.00	0.52	0.57	1.46	0.00	1.00	0.32	2.00	0.00	0.00
ENSG00000266644.1	0.00	0.00	0.15	0.35	0.00	0.00	0.63	0.79	0.00	0.00	1.42
ENSG00000266648.1	0.29	0.34	3.22	0.73	1.50	0.00	0.95	0.44	1.82	0.29	0.00
ENSG00000266651.1	0.00	0.00	0.00	0.68	0.87	1.53	0.00	0.00	0.00	0.00	0.00
ENSG00000266654.1	0.00	0.00	0.00	0.00	0.00	0.37	0.00	1.58	0.00	0.00	0.00
ENSG00000266677.1	0.50	0.08	0.17	1.19	0.35	0.67	0.04	0.05	0.08	0.00	0.08
ENSG00000266680.1	0.73	1.80	0.09	0.11	0.29	0.00	1.36	0.88	0.12	1.28	0.65
ENSG00000266683.1	0.00	0.00	0.00	0.00	43.57	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000266709.1	0.00	0.38	0.04	0.67	0.28	1.70	0.29	1.74	0.00	4.58	0.07
ENSG00000266710.2	0.00	0.00	0.00	0.00	0.45	1.69	0.00	0.00	0.00	0.00	0.00
