id	NoAdaptersSRR925687_NoPcr__PE	NoAdaptersSRR925688_NoPcr__PE	NoAdaptersSRR925697_NoPcr__PE	NoAdaptersSRR925703_NoPcr__PE	NoAdaptersSRR925714_NoPcr__PE	NoAdaptersSRR925716_NoPcr__PE	NoAdaptersSRR925720_NoPcr__PE	NoAdaptersSRR925721_NoPcr__PE	NoAdaptersSRR925726_NoPcr__PE	NoAdaptersSRR934634_NoPcr__PE	NoAdaptersSRR934636_NoPcr__PE
ENSG00000000003.13	9.13	10.12	13.89	11.66	20.88	5.99	8.11	9.27	12.06	1.54	1.73
ENSG00000000419.11	61.27	35.46	84.40	64.01	49.98	25.28	41.19	20.45	34.47	43.67	29.77
ENSG00000000457.12	2.15	3.27	2.10	4.62	2.90	1.92	3.83	2.68	3.96	2.36	1.03
ENSG00000000460.15	8.07	3.81	10.81	12.39	14.07	9.62	15.13	4.42	12.33	11.65	1.30
ENSG00000000971.14	3.15	0.39	13.76	12.78	4.89	12.78	3.09	1.86	5.89	0.00	0.00
ENSG00000001036.12	12.79	25.40	79.13	44.44	81.79	45.82	23.45	54.26	63.27	30.90	14.57
ENSG00000001084.9	20.58	61.36	11.21	54.48	23.46	15.54	107.27	73.65	16.05	21.27	13.65
ENSG00000001167.13	7.14	8.85	34.69	47.35	10.96	23.18	12.19	19.34	15.49	14.49	42.30
ENSG00000001460.16	7.97	4.59	1.86	6.12	3.19	5.75	4.77	11.54	8.40	2.86	17.35
ENSG00000001461.15	30.99	25.65	0.81	1.42	0.82	20.07	20.18	23.55	7.99	32.76	10.52
ENSG00000001497.15	35.81	17.47	66.44	30.08	77.41	24.41	33.40	26.12	40.69	46.13	29.09
ENSG00000001561.6	0.00	0.05	2.37	0.24	1.30	0.81	0.05	0.15	2.19	0.00	0.55
ENSG00000001617.10	62.19	152.78	8.71	14.16	2.12	7.62	32.80	33.83	1.15	35.92	1.89
ENSG00000001629.8	9.81	10.85	8.77	22.97	20.07	12.65	10.06	7.45	13.86	7.97	3.55
ENSG00000001630.14	72.48	36.17	13.45	54.34	42.53	31.83	57.62	23.32	40.17	19.68	4.62
ENSG00000001631.13	14.61	9.80	7.01	38.05	18.92	12.75	16.54	6.06	11.64	8.03	6.40
ENSG00000002016.15	10.73	6.26	4.89	10.94	11.96	7.37	7.54	8.55	8.83	8.91	16.72
ENSG00000002079.11	3.63	0.48	0.00	0.23	0.00	0.00	0.00	1.31	0.00	1.04	0.00
ENSG00000002330.12	89.76	174.31	59.39	40.01	15.59	75.95	89.09	102.00	108.54	67.17	80.48
ENSG00000002549.11	35.97	22.01	46.54	35.70	34.96	38.68	36.87	47.78	63.91	29.89	15.30
ENSG00000002586.16	136.75	93.18	260.15	192.49	51.56	119.94	166.37	228.78	160.57	115.00	147.32
ENSG00000002587.8	4.04	0.25	0.00	0.04	0.00	0.60	0.50	10.24	2.89	0.70	0.00
ENSG00000002726.18	0.16	4.29	0.00	0.09	0.00	0.03	0.48	0.32	0.37	2.42	0.00
ENSG00000002746.13	0.47	0.00	0.00	0.08	8.23	3.84	0.84	0.69	4.02	3.27	3.44
ENSG00000002822.14	15.49	5.14	30.32	16.73	20.43	121.70	12.57	17.15	21.69	29.19	84.29
ENSG00000002834.16	119.45	79.92	146.57	42.80	124.34	91.16	60.25	123.92	122.26	84.20	24.21
ENSG00000002919.13	12.98	7.10	8.17	5.00	17.66	9.91	8.97	8.79	16.10	14.47	11.93
ENSG00000002933.6	0.00	0.21	0.00	0.33	0.00	0.03	0.00	1.09	1.21	0.00	0.00
ENSG00000003056.6	108.85	56.26	81.11	152.44	96.46	70.43	58.32	62.56	72.34	113.56	82.10
ENSG00000003096.12	6.75	1.72	0.00	2.34	0.10	1.23	1.97	0.48	0.03	1.34	0.22
ENSG00000003137.7	13.07	0.00	0.21	0.94	1.74	1.72	1.88	3.42	12.64	6.36	0.76
ENSG00000003147.16	2.34	6.51	0.93	0.44	0.37	0.03	6.36	8.45	6.33	6.87	11.31
ENSG00000003249.12	2.03	8.94	12.99	3.16	1.04	4.31	2.16	21.72	18.69	4.32	0.97
ENSG00000003393.13	8.15	2.24	8.76	8.54	18.82	10.24	7.25	5.68	9.87	7.92	17.02
ENSG00000003400.13	0.72	0.31	0.00	0.69	0.00	0.42	0.05	1.92	1.93	0.30	0.00
ENSG00000003402.18	14.91	13.52	21.57	15.59	18.76	12.73	18.27	35.08	21.54	9.02	10.03
ENSG00000003436.13	7.19	0.40	93.43	8.35	13.74	43.00	34.60	63.12	54.19	5.05	2.94
ENSG00000003509.14	6.39	5.91	8.87	8.31	10.83	5.46	9.33	8.80	9.20	7.21	5.16
ENSG00000003756.15	50.60	58.42	55.61	109.48	64.82	51.81	45.42	34.50	46.67	24.21	31.17
ENSG00000003989.15	0.53	0.08	0.00	0.87	0.27	10.79	50.04	2.10	2.82	0.64	0.28
ENSG00000004059.9	242.35	198.29	124.77	238.49	73.48	107.15	193.68	178.67	111.60	327.39	186.88
ENSG00000004139.12	1.43	0.22	25.01	8.81	18.16	33.09	0.00	0.46	0.06	0.50	16.14
ENSG00000004142.10	107.80	74.34	79.54	49.77	114.00	83.88	95.25	131.03	90.10	139.40	77.00
ENSG00000004399.11	8.73	1.38	4.76	18.20	38.20	26.56	2.89	4.60	18.19	13.33	32.61
ENSG00000004455.15	192.00	84.43	192.96	148.53	255.40	136.26	131.90	108.53	153.45	262.83	198.99
ENSG00000004478.7	98.68	39.09	47.82	83.78	113.78	26.38	64.14	58.61	62.14	119.53	49.35
ENSG00000004487.14	51.05	28.91	62.44	48.77	37.09	30.41	46.56	35.33	55.28	118.63	29.02
ENSG00000004534.13	13.98	13.31	34.17	30.85	18.37	15.26	19.19	17.76	23.81	9.32	10.17
ENSG00000004660.13	2.87	0.40	3.30	1.72	2.04	0.49	4.16	2.85	2.35	6.81	1.59
ENSG00000004700.14	25.45	7.06	20.30	51.95	29.64	15.15	25.62	10.80	23.76	18.53	6.18
ENSG00000004766.14	3.62	3.88	3.69	13.13	6.35	3.72	5.44	3.01	6.27	3.92	0.28
ENSG00000004776.10	0.14	0.05	0.26	0.51	0.66	8.08	0.06	0.00	0.17	0.00	0.73
ENSG00000004777.17	11.65	9.71	16.69	16.21	16.80	19.00	2.11	2.10	11.26	1.35	15.67
ENSG00000004779.8	126.65	99.46	152.14	111.72	86.89	72.38	141.35	166.53	132.37	124.94	120.70
ENSG00000004799.7	0.11	1.17	0.00	0.04	0.05	0.00	10.17	12.41	0.28	1.22	0.00
ENSG00000004838.12	1.30	0.31	0.98	3.45	1.77	3.64	0.18	0.59	0.76	0.42	8.97
ENSG00000004864.12	13.89	5.20	15.25	24.54	20.45	8.62	22.44	9.73	28.77	23.59	7.40
ENSG00000004866.17	15.57	6.82	15.37	25.04	6.56	10.35	12.51	7.46	16.20	7.78	2.78
ENSG00000004897.10	40.72	28.54	26.87	52.15	94.06	37.89	40.15	33.64	72.01	16.80	16.24
ENSG00000004961.13	26.83	19.32	51.44	26.87	21.41	11.73	26.55	32.02	39.66	16.35	16.29
ENSG00000004975.10	30.75	21.99	45.63	28.13	24.28	53.90	18.86	20.66	45.12	35.36	88.59
ENSG00000005001.8	2.62	8.70	0.00	0.00	1.02	0.00	0.00	13.73	0.09	1.96	0.00
ENSG00000005007.11	62.61	38.53	36.41	30.19	26.67	65.11	45.30	33.04	54.46	49.89	60.51
ENSG00000005020.11	12.55	8.66	3.37	9.84	5.66	7.77	7.82	12.16	6.06	11.24	22.29
ENSG00000005022.5	649.24	547.24	1091.78	692.53	562.42	357.12	579.38	345.26	746.99	471.77	385.30
ENSG00000005059.14	8.52	1.70	17.18	7.82	8.34	1.42	8.55	12.25	14.24	2.58	5.93
ENSG00000005073.5	0.99	0.00	1.35	0.57	1.54	0.77	0.36	0.36	0.00	4.66	0.16
ENSG00000005075.14	93.32	56.15	59.52	63.28	33.13	66.69	97.51	90.49	104.99	193.18	78.24
ENSG00000005100.11	16.84	10.84	37.97	15.21	16.64	27.48	19.03	12.39	21.53	31.63	23.26
ENSG00000005108.14	0.00	0.00	0.00	0.14	1.24	0.03	0.00	0.00	0.00	0.00	0.08
ENSG00000005156.10	10.03	8.70	14.50	12.15	27.57	14.41	17.04	13.34	13.28	23.89	21.16
ENSG00000005175.8	9.85	3.79	10.41	19.07	23.79	8.37	9.12	4.11	16.61	2.97	1.11
ENSG00000005187.10	0.10	1.87	0.00	0.41	1.52	0.00	0.29	0.43	0.18	0.00	0.44
ENSG00000005189.18	3.78	1.94	4.74	48.64	10.30	5.58	2.43	1.64	2.51	0.49	3.53
ENSG00000005194.13	44.09	28.30	52.72	34.04	47.61	32.51	52.74	41.96	75.90	44.16	35.78
ENSG00000005206.15	39.49	36.13	32.96	15.64	23.80	55.69	42.21	32.84	38.39	33.51	102.31
ENSG00000005238.18	7.99	16.78	10.49	4.97	5.31	7.92	9.02	49.75	9.02	29.47	22.63
ENSG00000005243.8	18.12	0.00	0.00	0.51	20.56	18.30	0.43	5.84	0.48	10.59	11.70
ENSG00000005249.11	0.03	0.00	0.36	0.67	1.18	0.41	0.06	0.37	1.83	0.00	1.68
ENSG00000005302.16	12.38	11.36	20.43	13.26	11.57	5.96	10.76	14.31	15.74	4.44	10.19
ENSG00000005339.11	11.98	9.55	14.35	21.03	20.14	25.76	10.31	9.71	14.61	8.45	47.32
ENSG00000005436.12	5.54	2.86	15.31	5.82	12.61	6.40	8.33	4.18	7.17	6.17	5.85
ENSG00000005448.15	89.76	80.04	26.61	13.92	21.11	41.37	14.88	20.59	62.38	23.28	37.14
ENSG00000005469.10	7.83	14.54	2.48	8.44	5.14	4.38	8.61	3.31	4.37	2.59	0.50
ENSG00000005483.18	11.03	13.65	14.76	88.45	17.00	33.48	11.27	10.59	8.25	15.23	26.57
ENSG00000005486.15	44.31	38.28	27.22	47.30	33.79	57.61	37.56	43.88	46.67	59.46	33.94
ENSG00000005700.13	4.04	4.61	7.49	13.66	11.18	5.31	8.11	6.89	6.17	1.18	1.96
ENSG00000005801.15	10.51	12.61	3.90	4.63	10.29	2.63	11.09	8.55	12.18	16.69	5.43
ENSG00000005810.16	8.42	10.08	6.11	17.48	6.87	13.41	14.10	6.33	5.68	17.79	14.05
ENSG00000005812.9	7.16	6.32	12.29	12.28	4.70	3.68	14.43	7.08	8.40	4.16	6.14
ENSG00000005882.10	8.39	66.89	18.36	19.02	27.75	17.53	12.53	8.01	39.50	20.03	1.38
ENSG00000005884.16	380.42	211.13	172.54	72.25	335.50	109.75	244.89	538.42	155.95	384.89	48.65
ENSG00000005889.14	9.26	5.30	18.41	10.20	9.54	6.31	11.70	7.42	6.72	2.49	4.20
ENSG00000005893.14	65.41	77.08	152.19	123.19	79.61	30.51	45.10	61.69	48.27	9.97	19.64
ENSG00000005961.16	0.34	0.18	0.00	0.43	1.89	0.23	0.00	0.00	0.10	0.00	3.37
ENSG00000006007.10	41.92	34.52	32.14	128.61	33.01	14.26	42.49	43.61	35.50	16.25	17.77
ENSG00000006015.16	51.87	38.94	36.31	22.84	4.38	61.23	32.33	60.83	40.14	54.54	100.14
ENSG00000006016.9	4.81	3.34	4.29	3.69	3.52	9.23	9.69	3.59	3.77	2.38	5.02
ENSG00000006025.10	9.00	12.45	2.82	4.50	7.10	4.53	2.76	10.01	9.39	0.76	1.51
ENSG00000006042.10	55.25	12.33	0.07	0.78	11.14	1.59	9.79	51.96	0.05	5.05	0.68
ENSG00000006047.11	0.07	0.02	0.00	3.20	0.14	0.00	0.05	0.88	0.24	0.04	51.86
ENSG00000006062.12	17.75	5.24	20.56	4.37	25.71	11.89	5.03	3.96	9.12	8.18	21.49
ENSG00000006071.10	0.92	0.18	0.00	0.13	2.87	0.62	0.00	0.00	0.04	0.00	0.26
ENSG00000006118.13	12.37	160.85	22.17	19.45	26.04	22.77	22.62	108.59	30.47	10.78	35.51
ENSG00000006125.15	70.58	61.80	44.44	59.63	161.44	36.14	67.37	55.95	103.82	54.74	38.61
ENSG00000006194.9	9.72	7.07	15.95	11.60	15.19	8.30	9.17	12.98	13.37	14.58	34.80
ENSG00000006210.6	0.00	0.00	0.00	23.73	8.85	0.05	0.00	0.79	0.00	0.03	0.00
ENSG00000006282.18	51.38	18.36	36.78	27.06	38.64	43.83	24.01	42.78	71.64	15.65	105.10
ENSG00000006283.16	0.52	0.00	0.49	0.78	1.29	0.23	0.00	0.00	0.00	0.00	0.27
ENSG00000006327.12	194.41	68.94	160.70	61.27	162.41	432.34	149.68	320.50	195.89	206.11	395.33
ENSG00000006377.10	0.04	1.13	0.00	5.97	0.74	0.46	0.00	0.00	0.00	0.00	6.25
ENSG00000006432.14	7.42	1.96	1.30	1.46	1.67	1.48	4.33	4.49	2.50	7.97	2.83
ENSG00000006451.6	17.36	14.99	19.86	23.69	19.53	17.25	18.97	39.42	21.69	11.56	10.34
ENSG00000006453.12	25.37	14.18	8.38	18.74	9.06	12.17	23.27	27.89	23.03	28.69	1.85
ENSG00000006459.9	0.13	0.84	0.37	2.37	1.62	0.39	0.83	0.47	0.17	1.44	1.91
ENSG00000006468.12	4.92	0.00	0.46	3.13	9.13	11.52	2.69	4.93	19.23	2.11	18.67
ENSG00000006530.14	22.99	11.93	29.10	29.43	21.70	17.83	24.43	16.86	24.87	29.15	13.72
ENSG00000006534.14	49.14	57.02	6.17	33.81	17.81	6.85	25.02	46.74	6.08	9.92	24.08
ENSG00000006555.9	1.50	6.73	0.00	0.12	0.23	0.06	3.09	6.98	0.00	2.20	0.00
ENSG00000006576.15	7.21	6.94	12.87	40.47	21.88	13.09	8.55	2.38	14.17	6.73	1.69
ENSG00000006606.7	0.00	0.22	0.00	0.57	0.00	1.38	0.00	0.59	0.93	0.00	0.00
ENSG00000006607.12	17.20	10.87	13.88	26.93	26.32	10.87	24.49	12.38	14.32	12.06	18.16
ENSG00000006625.16	55.47	48.39	54.37	44.20	58.00	47.44	56.52	24.14	43.81	88.40	33.11
ENSG00000006634.6	14.05	7.38	18.45	50.84	29.10	13.76	13.34	5.14	23.31	17.85	9.15
ENSG00000006638.10	0.05	0.05	2.18	1.52	1.88	6.45	0.09	0.32	2.56	0.80	0.81
ENSG00000006652.12	13.13	16.47	38.10	58.08	29.80	26.43	19.08	23.89	21.73	12.54	22.40
ENSG00000006695.9	9.97	7.90	19.29	8.95	7.78	8.50	15.22	7.94	10.05	12.29	2.74
ENSG00000006704.9	12.39	19.93	8.67	13.58	8.15	15.85	16.36	22.04	20.62	24.25	40.18
ENSG00000006712.13	41.07	25.41	41.00	35.21	55.41	64.37	31.43	31.65	53.05	43.32	57.91
ENSG00000006715.14	17.12	16.63	15.91	21.83	19.92	11.01	23.94	8.82	9.72	4.13	6.46
ENSG00000006740.15	0.04	0.00	1.31	0.14	0.22	5.00	0.00	0.00	0.00	0.40	0.92
ENSG00000006744.17	67.63	43.43	100.20	54.97	38.96	128.12	71.96	72.87	91.43	142.14	92.92
ENSG00000006747.13	0.00	0.00	0.00	0.00	0.23	0.07	0.14	0.11	2.17	0.00	0.00
ENSG00000006756.14	15.22	0.00	0.00	0.19	5.38	2.34	7.55	9.00	4.71	5.00	10.25
ENSG00000006757.10	53.09	28.93	7.70	14.02	5.24	6.31	26.55	28.04	14.72	36.85	0.00
ENSG00000006831.9	34.91	18.59	21.98	33.26	35.45	16.14	26.68	22.49	29.71	9.58	4.12
ENSG00000007038.9	14.42	0.00	0.00	0.11	0.00	69.44	14.17	35.11	0.00	0.00	0.16
ENSG00000007047.13	24.27	12.85	17.20	15.50	36.01	16.54	18.98	19.83	9.89	14.24	33.78
ENSG00000007080.9	118.72	87.34	115.33	79.79	40.31	218.51	131.17	139.20	141.89	185.91	338.10
ENSG00000007168.11	49.91	50.09	98.78	106.10	65.06	70.64	60.53	78.80	61.97	52.83	15.47
ENSG00000007171.15	0.00	0.00	0.00	0.44	1.38	0.00	0.00	0.00	0.00	0.00	0.03
ENSG00000007202.13	34.55	30.37	33.36	35.92	79.02	40.14	44.72	37.15	77.50	76.40	70.30
ENSG00000007255.9	17.19	34.98	9.66	12.38	12.84	7.91	5.89	11.66	5.54	15.39	47.35
ENSG00000007264.12	0.00	0.00	0.71	1.34	1.40	0.00	0.00	0.00	0.00	0.44	4.19
ENSG00000007341.17	9.21	7.38	10.81	15.77	16.31	9.97	6.87	8.98	26.05	4.54	8.52
ENSG00000007372.19	0.06	0.29	10.24	5.51	15.92	0.12	0.19	0.04	0.26	0.00	12.57
ENSG00000007376.6	81.49	44.84	47.95	10.81	17.09	31.88	58.20	57.16	51.71	53.97	24.14
ENSG00000007384.14	27.30	33.33	14.21	13.66	14.45	26.22	14.56	60.61	18.25	5.26	12.46
ENSG00000007392.15	23.30	11.87	23.90	12.06	15.11	19.14	18.07	20.82	45.47	22.03	13.91
ENSG00000007516.12	0.81	0.75	0.12	0.05	0.00	0.00	0.23	0.67	1.55	0.00	0.36
ENSG00000007520.3	65.10	40.23	39.50	29.85	30.35	97.09	56.34	64.56	38.86	82.64	84.04
ENSG00000007541.13	37.10	20.44	16.52	12.88	20.31	40.69	19.72	31.63	34.10	12.49	20.45
ENSG00000007545.14	7.81	7.38	6.06	8.00	9.58	7.38	8.49	4.80	6.64	9.03	21.31
ENSG00000007866.17	11.39	30.30	6.87	8.99	6.35	12.57	8.20	22.85	14.78	7.10	15.09
ENSG00000007923.14	47.43	27.77	56.02	29.37	35.34	43.20	40.88	18.13	36.43	48.49	51.75
ENSG00000007933.11	0.00	0.00	0.00	0.20	0.29	1.99	0.00	0.00	0.00	0.00	0.00
ENSG00000007944.13	0.29	2.58	0.00	0.65	0.62	1.88	0.38	0.22	1.38	0.65	1.13
ENSG00000007968.6	5.76	3.11	4.74	7.34	4.25	10.77	2.59	1.30	3.32	3.14	2.69
ENSG00000008018.8	122.77	173.71	144.31	169.21	191.72	133.97	194.31	201.80	266.03	202.60	159.51
ENSG00000008056.11	0.39	0.00	0.41	0.71	0.02	0.00	0.05	1.14	0.07	0.06	0.75
ENSG00000008083.12	4.30	6.02	8.75	6.68	7.90	6.33	6.40	18.54	6.01	8.91	14.17
ENSG00000008086.9	0.68	1.66	0.80	3.88	2.30	1.23	0.42	0.89	0.40	0.08	0.67
ENSG00000008128.21	34.56	23.96	39.71	14.04	22.92	35.86	46.11	20.35	37.00	18.60	85.74
ENSG00000008130.14	37.73	45.78	58.22	21.20	37.56	71.64	57.83	30.05	41.59	46.01	111.26
ENSG00000008256.14	14.13	11.27	10.33	6.99	19.54	31.28	12.39	6.67	11.96	12.69	39.75
ENSG00000008277.13	0.20	0.06	0.56	0.57	0.26	0.11	0.00	0.03	3.08	0.00	1.39
ENSG00000008282.6	87.83	38.11	29.83	106.14	27.79	33.28	74.19	51.46	62.64	29.68	9.56
ENSG00000008283.14	64.77	38.88	11.94	1.38	6.17	36.37	22.21	50.42	35.10	33.46	14.32
ENSG00000008294.19	13.34	15.07	20.91	42.04	60.74	25.92	16.42	21.05	21.95	11.97	55.00
ENSG00000008300.13	6.92	3.16	6.08	4.60	11.02	7.23	2.66	6.26	2.79	2.31	15.29
ENSG00000008311.13	0.36	0.92	0.08	0.40	0.03	0.79	2.28	0.70	9.25	0.09	0.16
ENSG00000008323.14	1.34	4.12	0.04	0.35	0.25	0.23	0.22	2.40	0.00	1.60	0.24
ENSG00000008324.9	22.02	18.44	29.40	25.10	15.63	14.23	19.24	11.23	23.59	20.86	15.27
ENSG00000008382.14	8.75	8.13	8.25	7.89	8.15	12.50	6.83	11.59	16.95	12.81	24.84
ENSG00000008394.11	502.02	494.06	0.00	680.51	250.10	140.73	408.20	474.26	204.44	72.15	3.77
ENSG00000008405.10	3.86	1.79	6.08	5.19	7.56	5.42	3.71	7.11	19.11	5.31	15.00
ENSG00000008441.15	33.87	13.98	97.11	112.99	54.94	117.16	38.83	21.90	9.93	36.82	179.81
ENSG00000008513.13	9.02	11.14	5.66	20.75	0.70	32.04	6.81	35.57	4.26	14.50	11.34
ENSG00000008516.15	0.74	1.25	0.32	0.32	0.52	0.45	0.10	1.03	0.13	0.72	2.50
ENSG00000008517.15	0.32	4.37	1.27	2.26	2.82	7.80	10.35	55.08	17.86	11.84	2.71
ENSG00000008710.16	58.82	33.53	70.94	53.73	30.97	151.89	56.32	55.85	57.69	33.45	417.23
ENSG00000008735.13	0.50	0.06	0.43	0.66	3.61	0.34	0.42	0.45	0.25	0.33	1.13
ENSG00000008838.16	81.67	48.25	34.14	32.62	69.90	46.02	82.65	66.32	69.79	64.12	66.40
ENSG00000008853.15	36.52	18.50	22.67	6.07	7.11	18.95	35.25	7.33	9.91	22.97	16.41
ENSG00000008869.10	3.25	4.20	3.31	3.15	2.01	3.54	3.77	3.62	3.17	0.86	0.45
ENSG00000008952.15	35.22	25.26	37.83	57.51	115.27	34.14	33.83	24.03	40.67	13.21	3.79
ENSG00000008988.8	1667.64	1580.66	1557.14	1249.34	779.97	1560.24	1599.44	1312.04	896.64	2880.03	1530.83
ENSG00000009307.14	147.60	175.76	96.59	232.76	763.99	152.62	147.27	128.83	277.28	137.45	109.28
ENSG00000009335.16	5.92	1.28	7.67	9.94	3.57	12.49	5.11	4.10	5.99	4.67	15.15
ENSG00000009413.14	2.74	4.63	5.36	29.01	12.22	11.25	5.61	1.24	4.18	2.12	1.08
ENSG00000009694.12	0.00	0.12	0.00	0.02	0.04	0.62	0.11	0.00	1.09	0.04	0.12
ENSG00000009709.10	0.00	0.00	0.00	2.95	0.00	0.03	0.00	0.00	0.00	0.00	0.05
ENSG00000009724.15	1.11	0.58	0.39	0.76	0.55	0.92	0.91	0.35	0.68	0.25	3.48
ENSG00000009780.14	3.52	3.11	4.60	5.39	2.71	4.48	3.06	2.84	4.54	0.42	0.59
ENSG00000009790.13	0.07	2.63	0.00	0.23	0.06	0.02	0.68	0.03	0.02	0.68	1.20
ENSG00000009830.10	14.91	12.65	8.35	22.82	41.65	14.30	14.48	9.67	9.99	16.13	26.76
ENSG00000009844.14	16.37	22.01	57.66	32.89	55.59	25.62	24.98	29.32	32.67	11.24	8.58
ENSG00000009950.14	3.25	0.00	0.26	1.18	0.37	1.27	0.14	0.00	0.23	0.40	0.41
ENSG00000009954.9	25.07	12.77	27.06	36.38	42.87	38.84	28.08	11.92	45.12	24.33	23.37
ENSG00000010017.12	4.46	11.93	31.75	27.35	32.61	17.06	13.75	18.97	28.37	3.95	22.51
ENSG00000010030.12	0.67	1.34	0.05	0.00	0.11	0.00	0.29	0.27	0.00	0.00	0.08
ENSG00000010072.14	14.94	13.20	8.54	6.81	24.88	6.56	18.34	7.01	12.51	22.26	8.15
ENSG00000010165.18	34.46	22.00	41.71	35.87	31.51	26.23	38.02	26.81	37.76	54.07	26.94
ENSG00000010219.12	61.23	25.97	29.06	3.41	33.17	13.36	36.49	35.81	20.05	30.73	32.29
ENSG00000010244.15	124.81	88.86	121.95	114.88	162.62	79.67	124.47	117.51	92.16	103.18	50.62
ENSG00000010256.9	366.97	449.49	214.12	411.60	256.14	237.19	415.56	352.15	247.09	404.50	236.03
ENSG00000010270.12	19.70	10.41	28.16	30.36	33.66	21.04	24.21	25.06	33.95	16.67	20.48
ENSG00000010278.10	286.97	287.32	6.24	12.37	27.61	14.71	122.93	170.41	158.99	307.05	90.59
ENSG00000010292.11	96.18	43.26	35.72	184.41	91.87	65.99	60.77	14.70	130.15	66.75	61.59
ENSG00000010295.18	0.00	0.00	0.02	0.30	0.12	20.82	0.00	0.00	5.31	0.07	0.47
ENSG00000010310.7	0.00	0.37	0.00	0.09	0.49	0.14	0.00	1.85	0.26	0.34	4.94
ENSG00000010318.18	3.92	4.00	4.67	27.91	9.97	5.61	5.20	2.95	15.77	3.47	17.41
ENSG00000010319.5	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.13	1.77	0.00	0.00
ENSG00000010322.14	36.89	44.96	30.70	31.18	25.63	21.97	18.56	17.85	20.48	16.04	48.97
ENSG00000010361.12	4.46	8.47	9.89	0.14	2.01	14.69	4.16	8.57	0.00	7.07	18.65
ENSG00000010379.14	0.00	0.00	0.00	0.14	0.06	0.48	0.00	0.00	1.08	0.11	0.30
ENSG00000010404.16	27.60	29.98	38.68	22.81	21.64	32.69	15.49	33.83	130.58	13.35	84.57
ENSG00000010438.15	156.78	6.70	0.00	0.62	0.00	0.00	3.22	199.19	37.66	18.06	0.00
ENSG00000010539.10	4.37	2.57	7.00	5.52	7.28	3.30	3.33	4.63	4.33	2.28	4.49
ENSG00000010626.13	5.18	1.30	1.57	6.56	1.51	3.08	1.21	3.09	1.89	3.92	6.19
ENSG00000010704.17	5.20	5.78	1.99	7.19	5.43	2.41	3.95	4.39	5.11	7.18	7.76
ENSG00000010803.15	17.99	13.35	19.27	26.92	24.28	24.72	17.67	14.36	14.04	23.65	51.68
ENSG00000010810.16	17.09	19.54	6.74	18.36	13.49	58.55	5.40	30.41	29.17	1.03	39.59
ENSG00000010818.7	2.83	3.26	3.47	6.89	2.82	7.82	7.71	5.28	3.65	2.41	3.17
ENSG00000011007.11	29.12	17.71	35.75	32.78	33.91	35.59	29.94	30.54	38.43	33.60	28.74
ENSG00000011009.9	78.46	73.73	34.83	14.58	10.21	71.52	65.60	137.91	52.11	99.02	63.76
ENSG00000011021.20	4.60	2.16	6.91	6.92	3.43	6.78	2.35	1.86	2.16	2.83	7.17
ENSG00000011028.12	16.96	21.71	57.29	8.73	32.63	66.99	4.42	3.99	18.02	3.12	105.55
ENSG00000011052.20	14.38	7.63	6.86	3.20	17.93	33.53	9.57	18.86	13.76	12.90	20.98
ENSG00000011105.10	6.70	5.91	20.38	27.82	39.68	10.75	9.09	15.58	4.49	13.31	6.88
ENSG00000011114.13	7.91	7.13	6.59	17.78	10.62	7.67	7.91	7.26	6.65	5.48	9.97
ENSG00000011132.10	6.93	11.58	9.51	3.49	5.77	16.05	13.38	16.73	12.99	12.86	55.93
ENSG00000011143.15	16.17	13.40	7.03	9.52	18.18	7.21	9.13	10.37	8.67	9.15	26.57
ENSG00000011198.6	13.92	38.48	20.89	19.02	7.62	13.78	16.34	16.80	16.03	4.13	1.20
ENSG00000011201.9	0.09	0.61	13.86	6.08	0.00	2.93	0.00	0.00	5.20	0.00	0.00
ENSG00000011243.16	40.82	40.83	31.75	60.16	54.00	37.15	50.57	47.84	42.72	45.17	75.30
ENSG00000011258.14	1.80	2.21	1.56	1.54	2.57	1.28	1.50	1.04	2.06	0.25	0.37
ENSG00000011260.12	22.31	10.11	27.23	25.29	54.39	17.11	24.45	15.89	37.98	7.77	3.77
ENSG00000011275.17	8.14	4.99	23.59	20.43	18.59	16.38	10.87	9.82	13.53	11.52	22.62
ENSG00000011295.14	14.75	37.99	28.68	34.76	11.58	14.65	10.65	13.17	22.92	8.45	14.17
ENSG00000011304.15	426.73	218.65	406.24	197.93	302.23	559.72	372.35	261.55	395.37	436.61	696.59
ENSG00000011332.18	6.76	0.72	10.92	4.17	4.46	28.27	2.86	0.87	7.38	1.19	4.65
ENSG00000011347.8	3.57	5.67	0.90	29.13	2.16	1.50	0.99	3.02	0.83	4.03	6.03
ENSG00000011376.8	17.60	5.94	13.95	16.14	11.71	9.61	12.39	9.97	13.78	9.76	5.90
ENSG00000011405.12	4.92	5.64	7.51	7.68	19.62	4.54	8.45	3.72	4.19	1.10	0.51
ENSG00000011422.10	20.97	22.40	61.06	8.97	23.09	106.90	26.57	158.22	120.24	47.03	83.32
ENSG00000011426.9	71.88	35.52	99.84	113.23	112.53	118.59	86.83	19.17	152.63	55.17	36.96
ENSG00000011451.16	27.19	19.75	37.48	18.24	15.98	42.95	26.25	26.19	27.34	26.45	48.96
ENSG00000011454.15	12.02	12.59	15.99	11.86	20.18	5.73	7.40	6.37	9.20	3.89	6.10
